,Open,High,Low,Close,Volume,Timestamp
874,0.04276,0.043175,0.039926,0.041537,400986.455,1612656000
875,0.041539,0.042285,0.037232,0.037731,558028.062,1612742400
876,0.037731,0.038876,0.036586,0.038113,544896.081,1612828800
877,0.038115,0.0398,0.037638,0.03885,464221.566,1612915200
878,0.038858,0.039182,0.036886,0.037235,366935.792,1613001600
879,0.037229,0.039363,0.0367,0.0389,395028.854,1613088000
880,0.038906,0.03929,0.03804,0.038498,288083.597,1613174400
881,0.038496,0.038832,0.03682,0.037053,305525.787,1613260800
882,0.037053,0.037998,0.036062,0.037132,361129.547,1613347200
883,0.037134,0.0374,0.035701,0.036251,323201.71,1613433600
884,0.036256,0.036263,0.034878,0.035491,386547.308,1613520000
885,0.035503,0.037654,0.035357,0.037605,425808.963,1613606400
886,0.037619,0.037768,0.034776,0.034977,382607.774,1613692800
887,0.034977,0.036682,0.033464,0.034251,452028.725,1613779200
888,0.034253,0.034561,0.033283,0.033674,279375.058,1613865600
889,0.033676,0.034239,0.032,0.032859,467019.524,1613952000
890,0.03286,0.033158,0.03008,0.032266,562256.975,1614038400
891,0.032266,0.033551,0.031903,0.032672,366610.142,1614124800
892,0.032678,0.032904,0.031056,0.031475,291747.04,1614211200
893,0.031476,0.032549,0.031127,0.031197,333212.373,1614297600
894,0.031203,0.032319,0.031002,0.03163,285985.544,1614384000
895,0.031629,0.031732,0.029933,0.03144,339350.944,1614470400
896,0.031441,0.032131,0.030915,0.031649,331524.016,1614556800
897,0.031649,0.032199,0.030662,0.030695,350267.196,1614643200
898,0.030699,0.031891,0.030663,0.031135,314426.426,1614729600
899,0.031135,0.032275,0.031056,0.031817,309058.787,1614816000
900,0.03182,0.031962,0.030771,0.031344,318884.878,1614902400
901,0.031346,0.0345,0.031324,0.033762,396988.569,1614988800
902,0.033761,0.03434,0.032395,0.033872,323946.01,1615075200
903,0.033871,0.035281,0.033587,0.034997,382024.406,1615161600
904,0.035,0.035209,0.033447,0.034083,316921.89,1615248000
905,0.034089,0.034124,0.031702,0.03214,336915.439,1615334400
906,0.03214,0.032441,0.031388,0.031599,329124.798,1615420800
907,0.031607,0.031933,0.030439,0.03086,287987.798,1615507200
908,0.030861,0.031856,0.030621,0.031412,326889.336,1615593600
909,0.031412,0.031447,0.030864,0.031332,221908.012,1615680000
910,0.031331,0.032268,0.030718,0.032254,345752.271,1615766400
911,0.032254,0.032724,0.031503,0.031725,294601.135,1615852800
912,0.031726,0.032446,0.030912,0.030959,293981.455,1615939200
913,0.030957,0.031388,0.03041,0.030807,245495.203,1616025600
914,0.030811,0.03121,0.030679,0.031174,184446.915,1616112000
915,0.031174,0.031494,0.030942,0.031078,176469.295,1616198400
916,0.03108,0.031646,0.030806,0.03109,170746.691,1616284800
917,0.03109,0.03145,0.030571,0.031084,208982.649,1616371200
918,0.031084,0.0314,0.030505,0.030697,216316.519,1616457600
919,0.030697,0.031055,0.029341,0.030251,262494.173,1616544000
920,0.030252,0.031332,0.029928,0.03092,260196.997,1616630400
921,0.030921,0.03124,0.030281,0.030877,268637.277,1616716800
922,0.030875,0.031076,0.030364,0.030681,171759.268,1616803200
923,0.030678,0.030703,0.03021,0.030243,163463.614,1616889600
924,0.030246,0.031817,0.030201,0.03153,275550.989,1616976000
925,0.031529,0.03173,0.031024,0.031326,229456.116,1617062400
926,0.031328,0.033043,0.030914,0.03267,266275.627,1617148800
927,0.032674,0.033701,0.032422,0.033512,284980.22,1617235200
928,0.033512,0.0363,0.033143,0.03619,300198.172,1617321600
929,0.03619,0.036265,0.034585,0.035209,271274.397,1617408000
930,0.035204,0.035961,0.034919,0.035669,186558.86,1617494400
931,0.035668,0.036105,0.03521,0.035637,230293.708,1617580800
932,0.035641,0.036605,0.035608,0.036415,235222.686,1617667200
933,0.036419,0.036591,0.034708,0.035094,248961.598,1617753600
934,0.03508,0.03593,0.03497,0.035816,186761.617,1617840000
935,0.035824,0.035978,0.035284,0.035546,161137.268,1617926400
936,0.035546,0.036568,0.035475,0.035692,230910.574,1618012800
937,0.035696,0.036095,0.035414,0.035854,152751.937,1618099200
938,0.035854,0.03609,0.035159,0.035714,200031.248,1618185600
939,0.035714,0.036603,0.034883,0.036176,294881.895,1618272000
940,0.036175,0.0389,0.036082,0.038635,339288.412,1618358400
941,0.038635,0.040177,0.038335,0.039795,296939.152,1618444800
942,0.039795,0.040094,0.03805,0.039491,303816.646,1618531200
943,0.039494,0.040172,0.038559,0.038619,225044.631,1618617600
944,0.038619,0.03989,0.03705,0.039816,338071.586,1618704000
945,0.039816,0.04,0.038298,0.038844,198644.937,1618790400
946,0.038848,0.04144,0.038013,0.041299,299245.314,1618876800
947,0.041301,0.044027,0.040997,0.043815,376984.783,1618963200
948,0.043817,0.048195,0.043482,0.04639,569124.952,1619049600
949,0.04639,0.047026,0.0435,0.04632,454987.695,1619136000
950,0.046315,0.04632,0.044101,0.044222,164214.323,1619222400
951,0.044222,0.04735,0.04371,0.047298,183278.881,1619308800
952,0.047284,0.048011,0.046,0.046895,206812.675,1619395200
953,0.046896,0.04868,0.046444,0.048457,184509.355,1619481600
954,0.048457,0.050338,0.047523,0.050114,260077.98,1619568000
955,0.050114,0.0519,0.049501,0.051492,242185.748,1619654400
956,0.051486,0.051665,0.047702,0.048054,295218.302,1619740800
957,0.048054,0.051207,0.047308,0.050948,251319.232,1619827200
958,0.050944,0.052676,0.050771,0.052134,188335.398,1619913600
959,0.052131,0.060201,0.051825,0.059995,429333.302,1620000000
960,0.060017,0.064412,0.057321,0.060886,524105.197,1620086400
961,0.060904,0.062004,0.057,0.061363,371097.548,1620172800
962,0.061359,0.0631,0.0596,0.061881,263263.148,1620259200
963,0.061882,0.062168,0.060122,0.060701,210118.247,1620345600
964,0.060703,0.0673,0.059793,0.066428,373976.01,1620432000
965,0.066439,0.0689,0.06532,0.067375,296905.34,1620518400
966,0.067375,0.073377,0.065742,0.070722,420706.599,1620604800
967,0.07071,0.0737,0.068941,0.073644,256981.811,1620691200
968,0.073637,0.080098,0.072717,0.076971,399219.787,1620777600
969,0.076932,0.079757,0.073428,0.074888,448829.088,1620864000
970,0.074886,0.08207,0.074451,0.081775,282870.199,1620950400
971,0.081775,0.0824,0.077528,0.077975,250682.455,1621036800
972,0.077959,0.080219,0.074395,0.077152,292505.435,1621123200
973,0.077152,0.078786,0.07401,0.075381,302302.753,1621209600
974,0.075391,0.0798,0.074982,0.078759,238564.989,1621296000
975,0.078762,0.079428,0.061,0.06654,804099.174,1621382400
976,0.066559,0.070696,0.060941,0.068299,448935.32,1621468800
977,0.068311,0.070357,0.0627,0.065253,386120.811,1621555200
978,0.065245,0.06556,0.059935,0.061273,347449.021,1621641600
979,0.061273,0.06259,0.055332,0.060484,523051.847,1621728000
980,0.060483,0.068461,0.059881,0.068225,419857.531,1621814400
981,0.068266,0.070999,0.06484,0.070566,332450.809,1621900800
982,0.07057,0.07358,0.069304,0.073529,272406.815,1621987200
983,0.073529,0.07374,0.070368,0.071189,190468.955,1622073600
984,0.071193,0.071594,0.067,0.067657,261508.252,1622160000
985,0.06765,0.07011,0.065047,0.065848,229759.774,1622246400
986,0.065856,0.068475,0.06511,0.066927,186924.739,1622332800
987,0.066933,0.072761,0.066014,0.072668,253940.175,1622419200
988,0.072668,0.072858,0.070359,0.071793,181701.327,1622505600
989,0.07179,0.073533,0.070886,0.072026,154246.676,1622592000
990,0.072028,0.073717,0.071571,0.072811,163383.687,1622678400
991,0.072805,0.0736,0.071092,0.073002,150735.506,1622764800
992,0.073013,0.075,0.0726,0.073986,143662.752,1622851200
993,0.073989,0.075961,0.073626,0.075737,120623.423,1622937600
994,0.075752,0.077594,0.07548,0.077237,163761.043,1623024000
995,0.077249,0.077572,0.074313,0.075124,182142.57,1623110400
996,0.075123,0.075308,0.06931,0.069821,238348.305,1623196800
997,0.069812,0.069921,0.066896,0.067396,176599.504,1623283200
998,0.067385,0.067499,0.06272,0.063058,162635.097,1623369600
999,0.06306,0.068177,0.062793,0.066696,185466.092,1623456000
1000,0.066692,0.067599,0.06354,0.064306,142796.288,1623542400
1001,0.064306,0.064646,0.062389,0.063699,163306.557,1623628800
1002,0.063704,0.0652,0.062967,0.063349,149346.695,1623715200
1003,0.063355,0.063397,0.061425,0.061761,120161.524,1623801600
1004,0.061756,0.062791,0.060963,0.062304,114289.951,1623888000
1005,0.0623,0.062467,0.060313,0.06236,131406.239,1623974400
1006,0.062356,0.063145,0.06101,0.06101,110000.14,1624060800
1007,0.061015,0.063545,0.060833,0.063035,139642.793,1624147200
1008,0.063033,0.063578,0.058929,0.059648,232717.631,1624233600
1009,0.059648,0.060988,0.057435,0.057806,234852.278,1624320000
1010,0.057787,0.059604,0.057,0.058455,157331.543,1624406400
1011,0.058447,0.058802,0.056964,0.057402,223237.044,1624492800
1012,0.057401,0.058394,0.055267,0.05729,185397.825,1624579200
1013,0.057288,0.057564,0.05601,0.056677,151322.259,1624665600
1014,0.056677,0.057327,0.055205,0.057123,148346.997,1624752000
1015,0.057124,0.061997,0.056941,0.060431,244052.889,1624838400
1016,0.060424,0.061997,0.060157,0.060289,158986.833,1624924800
1017,0.060298,0.065502,0.059968,0.064932,160059.633,1625011200
1018,0.064924,0.064989,0.062669,0.062865,124075.339,1625097600
1019,0.062875,0.06408,0.061515,0.063758,110886.664,1625184000
1020,0.063757,0.0645,0.063355,0.064231,100484.472,1625270400
1021,0.064231,0.066635,0.063657,0.065822,109416.511,1625356800
1022,0.065813,0.06695,0.064726,0.065179,110928.066,1625443200
1023,0.065196,0.068574,0.06508,0.067864,124841.844,1625529600
1024,0.067863,0.069138,0.067415,0.068401,117143.756,1625616000
1025,0.068409,0.068887,0.064144,0.064366,151556.583,1625702400
1026,0.064367,0.06512,0.06301,0.063492,135230.216,1625788800
1027,0.063492,0.064106,0.062021,0.063,98763.876,1625875200
1028,0.063003,0.063745,0.062359,0.062488,76613.669,1625961600
1029,0.062485,0.063004,0.061029,0.0614,103174.025,1626048000
1030,0.061401,0.061567,0.059277,0.059298,107891.364,1626134400
1031,0.05929,0.061398,0.058403,0.060768,125201.307,1626220800
1032,0.060764,0.062159,0.059686,0.060226,108489.927,1626307200
1033,0.060218,0.061376,0.059108,0.059786,90944.763,1626393600
1034,0.05979,0.060274,0.059082,0.060264,74687.563,1626480000
1035,0.060261,0.062121,0.059391,0.05952,129297.671,1626566400
1036,0.059521,0.060244,0.058697,0.058971,87260.367,1626652800
1037,0.058971,0.060675,0.05779,0.059953,127310.981,1626739200
1038,0.059952,0.0625,0.059474,0.062089,143453.634,1626825600
1039,0.06209,0.06293,0.061376,0.062697,135376.408,1626912000
1040,0.062699,0.063839,0.062232,0.063164,121233.462,1626998400
1041,0.063164,0.064078,0.062817,0.063771,108781.051,1627084800
1042,0.063777,0.063869,0.061883,0.061909,91959.602,1627171200
1043,0.061901,0.062549,0.058669,0.059831,228273.763,1627257600
1044,0.05982,0.060347,0.058271,0.058279,153685.55,1627344000
1045,0.058273,0.058441,0.057031,0.057481,151434.436,1627430400
1046,0.057493,0.059778,0.057202,0.059547,120907.729,1627516800
1047,0.059547,0.060973,0.058315,0.058326,164188.106,1627603200
1048,0.058328,0.061119,0.0581,0.06104,104037.748,1627689600
1049,0.06104,0.065053,0.061035,0.064114,164902.618,1627776000
1050,0.064121,0.06705,0.063557,0.066593,138994.785,1627862400
1051,0.066595,0.066733,0.063829,0.065666,150450.433,1627948800
1052,0.065669,0.069349,0.065235,0.068589,152456.212,1628035200
1053,0.068588,0.073242,0.067133,0.069182,255311.179,1628121600
1054,0.069187,0.06965,0.0666,0.067498,163140.67,1628208000
1055,0.067506,0.071535,0.067033,0.070902,188715.157,1628294400
1056,0.070908,0.071331,0.067886,0.068759,134079.261,1628380800
1057,0.068766,0.069095,0.066877,0.068323,165334.584,1628467200
1058,0.068337,0.070419,0.067666,0.068913,124614.565,1628553600
1059,0.068913,0.070382,0.06867,0.069438,122542.066,1628640000
1060,0.069439,0.070314,0.067664,0.068595,116974.698,1628726400
1061,0.068601,0.070328,0.068484,0.069509,107778.364,1628812800
1062,0.069509,0.069949,0.069069,0.069333,91507.805,1628899200
1063,0.069326,0.070486,0.068133,0.070406,120181.572,1628985600
1064,0.070406,0.070558,0.068514,0.068555,118659.387,1629072000
1065,0.068554,0.069949,0.067216,0.067391,138081.117,1629158400
1066,0.067391,0.068043,0.066555,0.067445,119194.895,1629244800
1067,0.067442,0.068213,0.065971,0.068097,122214.064,1629331200
1068,0.068093,0.06876,0.066226,0.066602,137262.408,1629417600
1069,0.066598,0.06754,0.065555,0.066017,86993.351,1629504000
1070,0.066018,0.066494,0.064866,0.065754,93542.818,1629590400
1071,0.065756,0.067665,0.065411,0.06711,128505.211,1629676800
1072,0.067111,0.067645,0.0658,0.066502,107485.832,1629763200
1073,0.066503,0.066805,0.065229,0.065894,97466.094,1629849600
1074,0.065891,0.066655,0.065431,0.066032,99916.1378,1629936000
1075,0.066034,0.067433,0.065701,0.066726,125188.772,1630022400
1076,0.066715,0.066868,0.06597,0.066372,94725.1443,1630108800
1077,0.066358,0.066585,0.065637,0.066101,88747.7584,1630195200
1078,0.066101,0.069156,0.065755,0.068734,160779.2322,1630281600
1079,0.06873,0.072931,0.068288,0.072812,212690.2329,1630368000
1080,0.072807,0.0786,0.072462,0.078401,204323.8982,1630454400
1081,0.078401,0.078409,0.074522,0.076868,181509.7419,1630540800
1082,0.076872,0.07955,0.076398,0.07877,174164.4637,1630627200
1083,0.078778,0.0793,0.077047,0.077832,126072.9194,1630713600
1084,0.077837,0.078767,0.075982,0.076316,126794.9485,1630800000
1085,0.076315,0.076808,0.074432,0.07455,113725.797,1630886400
1086,0.074551,0.075221,0.06951,0.073272,238944.7002,1630972800
1087,0.073273,0.076373,0.072158,0.075969,161034.6401,1631059200
1088,0.075969,0.076657,0.073694,0.073819,121819.9103,1631145600
1089,0.073825,0.074764,0.070872,0.07155,105531.5098,1631232000
1090,0.071556,0.073164,0.071492,0.072331,68656.0989,1631318400
1091,0.07233,0.075251,0.072047,0.073976,85844.0334,1631404800
1092,0.073972,0.074125,0.0713,0.073102,121772.0143,1631491200
1093,0.073102,0.073714,0.071593,0.072905,86251.0905,1631577600
1094,0.072906,0.075099,0.071662,0.075092,116676.8462,1631664000
1095,0.075096,0.076138,0.074022,0.074728,102871.0909,1631750400
1096,0.074735,0.074907,0.07144,0.07186,107174.3764,1631836800
1097,0.07186,0.072749,0.0706,0.071139,86254.9449,1631923200
1098,0.071138,0.071717,0.069795,0.070452,82190.7362,1632009600
1099,0.070455,0.070958,0.068659,0.0692,117675.8899,1632096000
1100,0.0692,0.071199,0.067,0.06791,133150.2628,1632182400
1101,0.067924,0.070681,0.06741,0.070664,101156.6038,1632268800
1102,0.070659,0.071272,0.069839,0.070264,83558.6429,1632355200
1103,0.070265,0.070304,0.066525,0.068395,135387.8095,1632441600
1104,0.068401,0.069178,0.067293,0.068479,77492.0781,1632528000
1105,0.068479,0.071182,0.066667,0.070881,114315.7688,1632614400
1106,0.07088,0.071659,0.069172,0.069405,79349.7291,1632700800
1107,0.0694,0.069945,0.067969,0.068376,84614.4167,1632787200
1108,0.068374,0.069479,0.067937,0.068637,62983.7879,1632873600
1109,0.068637,0.069763,0.068351,0.068473,75004.0775,1632960000
1110,0.068471,0.069688,0.067397,0.068752,92883.2569,1633046400
1111,0.068752,0.07195,0.068437,0.071098,91047.46,1633132800
1112,0.071111,0.071765,0.070267,0.070907,64453.2896,1633219200
1113,0.070902,0.071013,0.068712,0.068791,86427.044,1633305600
1114,0.068792,0.069164,0.06795,0.068292,93721.2228,1633392000
1115,0.068291,0.068808,0.064412,0.064618,139166.2235,1633478400
1116,0.064621,0.06723,0.064,0.066703,104537.8558,1633564800
1117,0.066698,0.066999,0.065,0.066043,83324.2882,1633651200
1118,0.066042,0.066139,0.064976,0.06505,54157.6603,1633737600
1119,0.06505,0.065123,0.06245,0.062459,86637.4442,1633824000
1120,0.062457,0.064001,0.060851,0.061625,109486.3883,1633910400
1121,0.061625,0.063408,0.059927,0.062347,115565.9006,1633996800
1122,0.06234,0.063237,0.0612,0.062871,92339.9961,1634083200
1123,0.062873,0.06686,0.062024,0.066111,159665.5505,1634169600
1124,0.066112,0.0662,0.061943,0.062732,155629.485,1634256000
1125,0.062727,0.064524,0.061925,0.062912,109260.5606,1634342400
1126,0.062913,0.06443,0.061768,0.062526,95679.664,1634428800
1127,0.062529,0.062708,0.0602,0.060391,101631.5215,1634515200
1128,0.060396,0.061421,0.059323,0.060312,106303.4342,1634601600
1129,0.060312,0.063366,0.059644,0.063061,141704.663,1634688000
1130,0.063057,0.066299,0.062904,0.065148,219179.4803,1634774400
1131,0.06516,0.06596,0.064685,0.065446,97034.6275,1634860800
1132,0.065445,0.068079,0.065181,0.067997,78071.8103,1634947200
